"행정구역(동읍면)별","5세별","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"동대문구","75 - 79세","여자인구수[명]","명","6991","6858","6901","7222","7380","7514",
"동대문구","80 - 84세","남자인구수[명]","명","3287","3449","3819","3990","3996","4047",
"동대문구","80 - 84세","여자인구수[명]","명","4564","4822","5325","5566","5686","5823",
"동대문구","85 - 89세","남자인구수[명]","명","1287","1367","1504","1664","1810","1935",
"동대문구","85 - 89세","여자인구수[명]","명","2383","2505","2665","2860","3039","3260",
"동대문구","90 - 94세","남자인구수[명]","명","339","318","369","384","462","535",
"동대문구","90 - 94세","여자인구수[명]","명","881","884","890","963","1090","1193",
"동대문구","95 - 99세","남자인구수[명]","명","124","70","51","58","74","93",
"동대문구","95 - 99세","여자인구수[명]","명","238","198","208","225","246","275",
"동대문구","100+","남자인구수[명]","명","94","19","10","11","12","12",
"동대문구","100+","여자인구수[명]","명","219","50","45","46","38","39",
"중랑구","0 - 4세","남자인구수[명]","명","5434","4799","4656","4291","4031","3960",
"중랑구","0 - 4세","여자인구수[명]","명","5097","4623","4452","4228","3934","3868",
"중랑구","5 - 9세","남자인구수[명]","명","6487","6162","5742","5447","5028","4478",
"중랑구","5 - 9세","여자인구수[명]","명","6046","5701","5492","5148","4800","4330",
"중랑구","10 - 14세","남자인구수[명]","명","6307","6112","6057","5939","5802","5721",
"중랑구","10 - 14세","여자인구수[명]","명","6073","5928","5789","5602","5457","5351",
"중랑구","15 - 19세","남자인구수[명]","명","7336","6805","6626","6330","6133","6161",
"중랑구","15 - 19세","여자인구수[명]","명","7043","6587","6371","6089","5876","5850",
"중랑구","20 - 24세","남자인구수[명]","명","11758","10969","10065","9242","8606","7929",
"중랑구","20 - 24세","여자인구수[명]","명","11864","11091","10650","10238","9631","8808",
"중랑구","25 - 29세","남자인구수[명]","명","16035","15668","15282","14752","13876","13279",
"중랑구","25 - 29세","여자인구수[명]","명","16455","16400","16281","15810","15433","14923",
"중랑구","30 - 34세","남자인구수[명]","명","14674","15005","15774","16018","16432","16587",
"중랑구","30 - 34세","여자인구수[명]","명","14079","14453","15284","15738","16064","16498",
"중랑구","35 - 39세","남자인구수[명]","명","15282","14320","13814","13454","13294","13353",
"중랑구","35 - 39세","여자인구수[명]","명","14089","13247","12850","12607","12472","12399",
"중랑구","40 - 44세","남자인구수[명]","명","14562","14615","14864","14807","14118","13320",
"중랑구","40 - 44세","여자인구수[명]","명","13021","13149","13294","13426","12982","12322",
"중랑구","45 - 49세","남자인구수[명]","명","15389","14229","13568","12885","12817","13163",
"중랑구","45 - 49세","여자인구수[명]","명","14911","13717","12990","12021","11893","12011",
"중랑구","50 - 54세","남자인구수[명]","명","16811","16736","16491","15963","15343","14542",
"중랑구","50 - 54세","여자인구수[명]","명","17364","17322","16759","16021","15275","14489",
"중랑구","55 - 59세","남자인구수[명]","명","17456","16671","16030","15971","15952","15863",
"중랑구","55 - 59세","여자인구수[명]","명","17897","16789","16476","16775","16789","16796",
"중랑구","60 - 64세","남자인구수[명]","명","16585","16962","17016","16829","16496","16084",
"중랑구","60 - 64세","여자인구수[명]","명","17306","17730","17855","17733","17441","16903",
"중랑구","65 - 69세","남자인구수[명]","명","11669","12469","12958","13814","14511","15042",
"중랑구","65 - 69세","여자인구수[명]","명","12662","13544","14112","14942","15734","16273",
"중랑구","70 - 74세","남자인구수[명]","명","8373","8245","8579","8834","9498","10355",
"중랑구","70 - 74세","여자인구수[명]","명","9712","9588","9845","10075","10662","11754",
"중랑구","75 - 79세","남자인구수[명]","명","6011","5963","6040","6359","6650","6978",
"중랑구","75 - 79세","여자인구수[명]","명","7349","7380","7551","8001","8424","8843",
"중랑구","80 - 84세","남자인구수[명]","명","3386","3672","4092","4284","4449","4558",
"중랑구","80 - 84세","여자인구수[명]","명","4711","5079","5681","5972","6174","6263",
"중랑구","85 - 89세","남자인구수[명]","명","1196","1340","1473","1712","1911","2073",
"중랑구","85 - 89세","여자인구수[명]","명","2465","2611","2729","2912","3210","3445",
"중랑구","90 - 94세","남자인구수[명]","명","293","290","326","363","431","511",
"중랑구","90 - 94세","여자인구수[명]","명","981","1015","1032","1099","1207","1338",
"중랑구","95 - 99세","남자인구수[명]","명","72","62","74","70","83","87",
"중랑구","95 - 99세","여자인구수[명]","명","255","235","247","301","295","348",
"중랑구","100+","남자인구수[명]","명","49","18","10","8","12","11",
"중랑구","100+","여자인구수[명]","명","157","49","41","45","48","49",
"성북구","0 - 4세","남자인구수[명]","명","6257","5818","5488","5049","4730","4823",
"성북구","0 - 4세","여자인구수[명]","명","5963","5448","5141","4747","4516","4498",
"성북구","5 - 9세","남자인구수[명]","명","8466","8150","7735","7319","6806","6238",
"성북구","5 - 9세","여자인구수[명]","명","8136","7910","7516","6982","6443","5898",
"성북구","10 - 14세","남자인구수[명]","명","8869","8820","8710","8394","8224","8094",
"성북구","10 - 14세","여자인구수[명]","명","8471","8436","8330","8103","7904","7747",
"성북구","15 - 19세","남자인구수[명]","명","10049","9476","9679","9397","9076","9011",
"성북구","15 - 19세","여자인구수[명]","명","9756","9254","9443","9108","8769","8964",
"성북구","20 - 24세","남자인구수[명]","명","14718","14338","14268","14178","13723","13191",
"성북구","20 - 24세","여자인구수[명]","명","17643","17167","17341","17379","17216","16480",
"성북구","25 - 29세","남자인구수[명]","명","17501","17057","16877","16247","15962","15948",
"성북구","25 - 29세","여자인구수[명]","명","17110","17018","16926","16889","16598","17000",
"성북구","30 - 34세","남자인구수[명]","명","14144","14385","14757","14862","14910","15221",
"성북구","30 - 34세","여자인구수[명]","명","14147","14267","14562","14413","14498","15155",
"성북구","35 - 39세","남자인구수[명]","명","15629","14828","14066","13237","13062","13256",
"성북구","35 - 39세","여자인구수[명]","명","15923","14935","14261","13601","13362","13316",
"성북구","40 - 44세","남자인구수[명]","명","15774","15844","15976","16009","15318","14764",
"성북구","40 - 44세","여자인구수[명]","명","16176","16236","16371","16287","15359","14870",
"성북구","45 - 49세","남자인구수[명]","명","18650","17404","16323","15178","14681","14738",
"성북구","45 - 49세","여자인구수[명]","명","19239","17962","17322","15962","15539","15411",
"성북구","50 - 54세","남자인구수[명]","명","18241","18726","19280","19005","18437","17547",
"성북구","50 - 54세","여자인구수[명]","명","18501","19126","19537","19587","19147","18572",
"성북구","55 - 59세","남자인구수[명]","명","15966","15430","15433","15943","16448","17108",
"성북구","55 - 59세","여자인구수[명]","명","16673","15998","16016","16414","16733","17436",
"성북구","60 - 64세","남자인구수[명]","명","14895","15157","15051","14767","14612","14326",
"성북구","60 - 64세","여자인구수[명]","명","16643","16793","16695","16313","16134","15650",
"성북구","65 - 69세","남자인구수[명]","명","10852","11549","11902","12468","12935","13241",
"성북구","65 - 69세","여자인구수[명]","명","12507","13304","13757","14452","14970","15487",
"성북구","70 - 74세","남자인구수[명]","명","8102","7846","8150","8286","8687","9484",
"성북구","70 - 74세","여자인구수[명]","명","10462","9948","10136","10232","10433","11482",
"성북구","75 - 79세","남자인구수[명]","명","6560","6287","6171","6343","6521","6808",
"성북구","75 - 79세","여자인구수[명]","명","8444","8383","8451","8769","9103","9384",
"성북구","80 - 84세","남자인구수[명]","명","3934","4218","4705","4862","4942","4921",
"성북구","80 - 84세","여자인구수[명]","명","5812","6120","6733","6941","7068","7097",
"성북구","85 - 89세","남자인구수[명]","명","1576","1730","1844","2012","2224","2375",
"성북구","85 - 89세","여자인구수[명]","명","2907","3068","3312","3596","3950","4190",
"성북구","90 - 94세","남자인구수[명]","명","437","433","471","515","591","671",
"성북구","90 - 94세","여자인구수[명]","명","1221","1243","1239","1258","1383","1560",
"성북구","95 - 99세","남자인구수[명]","명","94","71","65","85","97","115",
"성북구","95 - 99세","여자인구수[명]","명","321","280","306","354","384","412",
"성북구","100+","남자인구수[명]","명","96","11","10","15","17","14",
"성북구","100+","여자인구수[명]","명","288","54","41","44","48","56",
"강북구","0 - 4세","남자인구수[명]","명","3426","2933","2606","2329","2090","1967",
"강북구","0 - 4세","여자인구수[명]","명","3189","2763","2465","2217","2099","1992",
"강북구","5 - 9세","남자인구수[명]","명","4736","4379","3948","3620","3302","2891",
"강북구","5 - 9세","여자인구수[명]","명","4363","4073","3767","3409","3063","2724",
"강북구","10 - 14세","남자인구수[명]","명","5183","4987","4792","4689","4441","4185",
"강북구","10 - 14세","여자인구수[명]","명","4865","4735","4545","4323","4132","3906",
"강북구","15 - 19세","남자인구수[명]","명","6136","5680","5387","5067","4943","4910",
"강북구","15 - 19세","여자인구수[명]","명","5843","5394","5306","5062","4889","4808",
"강북구","20 - 24세","남자인구수[명]","명","9290","8678","8248","7673","7148","6436",
"강북구","20 - 24세","여자인구수[명]","명","10381","9763","9482","9152","8848","8269",
"강북구","25 - 29세","남자인구수[명]","명","11754","11407","11111","10553","9835","9424",
"강북구","25 - 29세","여자인구수[명]","명","11519","11153","11008","10777","10371","10123",
"강북구","30 - 34세","남자인구수[명]","명","9727","9654","9891","10007","10079","10032",
"강북구","30 - 34세","여자인구수[명]","명","8826","8995","9100","9041","9228","9291",
"강북구","35 - 39세","남자인구수[명]","명","10630","9739","8929","8424","8098","7990",
"강북구","35 - 39세","여자인구수[명]","명","9574","8732","8001","7525","7197","7039",
"강북구","40 - 44세","남자인구수[명]","명","11010","10776","10654","10438","9836","9110",
"강북구","40 - 44세","여자인구수[명]","명","10159","9816","9664","9452","8843","8241",
"강북구","45 - 49세","남자인구수[명]","명","12926","11848","11032","10155","9830","9756",
"강북구","45 - 49세","여자인구수[명]","명","12623","11483","10763","9857","9438","9197",
"강북구","50 - 54세","남자인구수[명]","명","13044","13303","13224","12919","12603","11973",
"강북구","50 - 54세","여자인구수[명]","명","13447","13655","13377","12898","12506","11798",
"강북구","55 - 59세","남자인구수[명]","명","12749","12191","11874","11940","11956","12039",
"강북구","55 - 59세","여자인구수[명]","명","13402","12551","12316","12508","12668","12694",
"강북구","60 - 64세","남자인구수[명]","명","12307","12451","12321","12211","11982","11580",
"강북구","60 - 64세","여자인구수[명]","명","13633","13825","13679","13394","12945","12343",
"강북구","65 - 69세","남자인구수[명]","명","9124","9627","9928","10371","10825","11109",
"강북구","65 - 69세","여자인구수[명]","명","10828","11269","11451","11880","12325","12662",
"강북구","70 - 74세","남자인구수[명]","명","7157","7051","7121","7094","7412","7951",
"강북구","70 - 74세","여자인구수[명]","명","9388","9159","9180","9117","9354","10005",
"강북구","75 - 79세","남자인구수[명]","명","5848","5569","5479","5656","5774","5943",
